Match String,Account,Count
#1454,04a7690b02bdb2e539fbd4f85d8f453e,1
#46,737e87dd38876855a3de81421a03b784,1
&,04a7690b02bdb2e539fbd4f85d8f453e,1
&,04b323e67da5747dc8a4c6f1d7c34c51,7
&,4e935322252d56aba9d2ceaeed485c12,1
&,93e593ba7d44f59e8fa9fb079b1ed3e2,5
&,ab80d703caec17eca52c760dc5935809,1
&,dbc4af845c978c7f15db6ede2fd327b6,2
&,df1e07f21d38182fee90d4e4d737885b,3
&,ea8decf466de9f6f01618527c84da650,1
*,04b323e67da5747dc8a4c6f1d7c34c51,1
*,d9eeb45c18bffff30eb115d2d333501a,1
*APPLE,28c8d0faa224c298f1dc57f9fa4e5b5b,1
*B,28c8d0faa224c298f1dc57f9fa4e5b5b,1
*CONDE,cff5657a38c95c1e0ec22be257310a58,1
*DELL,28c8d0faa224c298f1dc57f9fa4e5b5b,2
*EBAY,04b323e67da5747dc8a4c6f1d7c34c51,3
*EBAY,28c8d0faa224c298f1dc57f9fa4e5b5b,2
*EBAY,2c130384e5932901d35fbd8a2921c964,1
*GOKULENDRA.B4029357733,28c8d0faa224c298f1dc57f9fa4e5b5b,2
*GOOGLE,2711496eeb942853d98657d6e8160505,1
*GOOGLE,49ac2e2fa75835ca7be95ed7b2368594,3
*HOME,5a3a00ae715f8d6170a481b2ee6344b0,1
*HOME,90cae3a62c56e4f550e67111739f194b,1
*ISKCONNCINC,28c8d0faa224c298f1dc57f9fa4e5b5b,1
*ISKCONNCINC,5b51717ab7347cfc869f67b36e5bbc22,1
*ISKCONNCINC,ea8decf466de9f6f01618527c84da650,1
*SILMICRO,04b323e67da5747dc8a4c6f1d7c34c51,1
*STATEBANKIN,28c8d0faa224c298f1dc57f9fa4e5b5b,1
*STATEBANKIN,4d9964d3d786173b37a50447e5be910c,1
*TLS-MORRISVILLE,ea8decf466de9f6f01618527c84da650,1
*TURBOTAX,4e935322252d56aba9d2ceaeed485c12,2
*VOIP.,4af2df95ff46cd6b5085678bbd32ffc6,1
+14089423085,04b323e67da5747dc8a4c6f1d7c34c51,2
+14158799686,1a1e807bb6b6ff4bf41a257ea9ca1900,1
-,04a7690b02bdb2e539fbd4f85d8f453e,1
-,1134918a30a364f9c66478be8e639e6f,1
-,2c130384e5932901d35fbd8a2921c964,1
-,4150be562a3bb932de37982edd934161,8
-,92091bb11c924e2983da7280af016123,40
-,ccf4cfde29e7cdf7c7d53c106f66f4e9,1
000-0000000,737e87dd38876855a3de81421a03b784,1
0000,93733f0928be8bab19cd0c90ed71c142,1
0000BENTONVILLE,04a7690b02bdb2e539fbd4f85d8f453e,1
0000BENTONVILLE,d7a60cae9fe46db5d0c435cf620d0de5,1
0000BENTONVILLE,ea8decf466de9f6f01618527c84da650,1
0647,39361affc465a43658680e8a390bb292,2
0947HILLSBOROUGH,737e87dd38876855a3de81421a03b784,2
09920,7618255a0425418dadc8d4f9cd85d069,1
099208009666546,04a7690b02bdb2e539fbd4f85d8f453e,2
099208009666546,d7a60cae9fe46db5d0c435cf620d0de5,1
0DURHAM,1134918a30a364f9c66478be8e639e6f,1
0DURHAM,ccf4cfde29e7cdf7c7d53c106f66f4e9,1
1,ea8decf466de9f6f01618527c84da650,1
119,737e87dd38876855a3de81421a03b784,1
1191,04a7690b02bdb2e539fbd4f85d8f453e,1
123,ea8decf466de9f6f01618527c84da650,1
124,9b40d0be3add476d228f2657a2c45f11,1
126DURHAM,737e87dd38876855a3de81421a03b784,1
1E8DSH0OGWK,4e935322252d56aba9d2ceaeed485c12,1
2227535771,28c8d0faa224c298f1dc57f9fa4e5b5b,1
2227535771,4d9964d3d786173b37a50447e5be910c,1
243-9966,737e87dd38876855a3de81421a03b784,1
2GXIVD94HRN,04b323e67da5747dc8a4c6f1d7c34c51,1
2VXV6Y2UUX4,93e593ba7d44f59e8fa9fb079b1ed3e2,1
3059219998,04b323e67da5747dc8a4c6f1d7c34c51,1
3264,1134918a30a364f9c66478be8e639e6f,2
3264,ccf4cfde29e7cdf7c7d53c106f66f4e9,1
3661,ea8decf466de9f6f01618527c84da650,1
381,737e87dd38876855a3de81421a03b784,1
3V29YPEJK7S,93e593ba7d44f59e8fa9fb079b1ed3e2,1
4029357733,04b323e67da5747dc8a4c6f1d7c34c51,1
4029357733,28c8d0faa224c298f1dc57f9fa4e5b5b,1
4029357733,5b51717ab7347cfc869f67b36e5bbc22,1
4029357733,ea8decf466de9f6f01618527c84da650,1
4083763239,28c8d0faa224c298f1dc57f9fa4e5b5b,2
4083763239,2c130384e5932901d35fbd8a2921c964,1
435,1134918a30a364f9c66478be8e639e6f,1
435,ccf4cfde29e7cdf7c7d53c106f66f4e9,1
4DURHAM,2c130384e5932901d35fbd8a2921c964,1
53236400056,737e87dd38876855a3de81421a03b784,1
5323640005HILLSBOROUGH,737e87dd38876855a3de81421a03b784,1
532HILLSBOROUGH,737e87dd38876855a3de81421a03b784,1
647,04b323e67da5747dc8a4c6f1d7c34c51,1
647,1134918a30a364f9c66478be8e639e6f,1
6967595633,737e87dd38876855a3de81421a03b784,1
6GGYZLH8W2B,93e593ba7d44f59e8fa9fb079b1ed3e2,1
6OGVXNZXDCC,04b323e67da5747dc8a4c6f1d7c34c51,1
7045467625,737e87dd38876855a3de81421a03b784,1
73011009217(919)471-1111,ea8decf466de9f6f01618527c84da650,1
76,737e87dd38876855a3de81421a03b784,3
800-268-9153,ccf4cfde29e7cdf7c7d53c106f66f4e9,1
800-430-3376,5a3a00ae715f8d6170a481b2ee6344b0,3
800-446-8848,4e935322252d56aba9d2ceaeed485c12,2
800-654-0688,ea8decf466de9f6f01618527c84da650,1
800-966-6546,04a7690b02bdb2e539fbd4f85d8f453e,2
800-966-6546,93733f0928be8bab19cd0c90ed71c142,1
800-966-6546,d7a60cae9fe46db5d0c435cf620d0de5,3
800-966-6546,ea8decf466de9f6f01618527c84da650,1
8002215743,28c8d0faa224c298f1dc57f9fa4e5b5b,1
8004303376,5a3a00ae715f8d6170a481b2ee6344b0,1
8004303376,90cae3a62c56e4f550e67111739f194b,1
8006927753,28c8d0faa224c298f1dc57f9fa4e5b5b,1
8008252510,cff5657a38c95c1e0ec22be257310a58,1
8009666546,7618255a0425418dadc8d4f9cd85d069,1
80096665BENTONVILLE,04a7690b02bdb2e539fbd4f85d8f453e,3
80096665BENTONVILLE,04b323e67da5747dc8a4c6f1d7c34c51,2
80096665BENTONVILLE,7618255a0425418dadc8d4f9cd85d069,3
80096665BENTONVILLE,ea8decf466de9f6f01618527c84da650,1
"823003017328004633768,HOOK,MINI,ADHESIVE,3M",04b323e67da5747dc8a4c6f1d7c34c51,1
855-836-3987,2711496eeb942853d98657d6e8160505,1
866-779-3229,93733f0928be8bab19cd0c90ed71c142,1
8665403229,04b323e67da5747dc8a4c6f1d7c34c51,2
8777864767,4af2df95ff46cd6b5085678bbd32ffc6,1
8778966033,28c8d0faa224c298f1dc57f9fa4e5b5b,2
888-802-3080,cff5657a38c95c1e0ec22be257310a58,1
91002760998,737e87dd38876855a3de81421a03b784,1
9197328906,737e87dd38876855a3de81421a03b784,1
91STATESVILLE,737e87dd38876855a3de81421a03b784,1
A,7618255a0425418dadc8d4f9cd85d069,1
A,ea8decf466de9f6f01618527c84da650,1
AA,04a7690b02bdb2e539fbd4f85d8f453e,2
AA,04b323e67da5747dc8a4c6f1d7c34c51,1
AA,ab80d703caec17eca52c760dc5935809,1
AA,bcaf6ad9c34d03ff9933689a6c03574f,1
AAA,1134918a30a364f9c66478be8e639e6f,3
AAA,cbd14a450abe983e94946f643edb14eb,1
AAA,ccf4cfde29e7cdf7c7d53c106f66f4e9,1
AC,9b40d0be3add476d228f2657a2c45f11,1
AIR,1134918a30a364f9c66478be8e639e6f,4
AIRLINES,9b40d0be3add476d228f2657a2c45f11,1
AIRLINES,c82078b55974af68e5b3639d863e984c,1
AMAZON.COM,04b323e67da5747dc8a4c6f1d7c34c51,12
AMAZON.COM,1a1e807bb6b6ff4bf41a257ea9ca1900,5
AMAZON.COM,2c130384e5932901d35fbd8a2921c964,1
AMAZON.COM,39361affc465a43658680e8a390bb292,1
AMAZON.COM,49ac2e2fa75835ca7be95ed7b2368594,2
AMAZON.COM,4d9964d3d786173b37a50447e5be910c,2
AMAZON.COM,4e935322252d56aba9d2ceaeed485c12,1
AMAZON.COM,50937ec957782cd8f18233c508be1737,1
AMAZON.COM,7618255a0425418dadc8d4f9cd85d069,1
AMAZON.COM,90cae3a62c56e4f550e67111739f194b,3
AMAZON.COM,9191d48b4f53bbcf904556f0d5a3855c,1
AMAZON.COM,93e593ba7d44f59e8fa9fb079b1ed3e2,7
AMAZON.COM,a410d697dc3a21c5fd21c47e04484abd,6
